q0,q1,q2,q3,x_cowell,y_cowell,z_cowell
0.530445285922788,-0.224159654506417,0.232331249663675,-0.783838273091823,-6593341.4825845,-264777.484161143,1981164.88742103
0.526979474424024,-0.171972641919516,0.102920890549949,-0.825908792939878,-6611424.82723061,-936200.045775318,1691977.92622185
0.499732033019343,-0.121940663645838,-0.0118837965753479,-0.857471366928903,-6562960.38671124,-1534816.4847502,1413602.73226055
0.450516075702012,-0.0742129211055776,-0.122086456504376,-0.881261938933733,-6453325.54163061,-2119115.60742436,1122057.24566714
0.381446992841865,-0.0333089367554941,-0.225769125873955,-0.895777320647396,-6283494.28574856,-2683623.23788186,820055.986190497
0.295835426606531,-0.00324443527103301,-0.32150910418198,-0.899501400739545,-6054968.92236104,-3223065.95165538,510393.354282852
0.203083124671053,0.012379571638469,-0.404277153501087,-0.891719672227179,-5785047.91704933,-3708180.24378628,211427.089162125
0.103786486478314,0.0137408824483953,-0.478402635670937,-0.871877555369518,-5466110.9740959,-4161864.03499534,-89325.4802205642
0.00263369324139716,0.000196833690368671,-0.543718155098649,-0.839263720610232,-5100792.14728964,-4580209.49649335,-389309.793746722
-0.0955938069516915,-0.0278514321043068,-0.600438292782002,-0.793448157325516,-4692095.18339691,-4959606.06912457,-685984.267824819
-0.196944944297528,-0.0749200911591233,-0.654628066381495,-0.72599019522441,-4184128.9265201,-5336113.02461135,-1012968.97205477
-0.282971748125061,-0.134765430286722,-0.699304976517616,-0.642446743614114,-3630856.79430225,-5654809.71041947,-1328971.74244147
-0.349168951738001,-0.202591273262008,-0.735469565238903,-0.544171239360885,-3038192.92970208,-5912092.04071446,-1630527.98310337
-0.392446016871429,-0.272663049592672,-0.764272653482441,-0.433045374490344,-2412446.44245738,-6105003.33548353,-1914331.84090982
-0.411660626549899,-0.341152583906438,-0.787525514144369,-0.306519179847122,-1733626.54421472,-6234899.19779285,-2187338.27328546
-0.405360784547884,-0.398423894380889,-0.804493239389006,-0.172428717197783,-1034289.6870103,-6290912.21371716,-2434416.62347267
-0.376163921583957,-0.438423232479028,-0.815530430165922,-0.0345816540177702,-322709.315252932,-6272177.10285255,-2652554.8448712
-0.32846429166035,-0.456067963688956,-0.820649699139028,0.103185720444726,392720.497109898,-6178687.22227879,-2839079.69479699
-0.270341534765382,-0.448575092301376,-0.819524810130594,0.232540161537578,1079503.2542648,-6018193.0723518,-2987057.98774344
-0.206430191343987,-0.415994950090207,-0.811464440061699,0.354767867931249,1754188.10646692,-5790385.53901287,-3101618.55664563
-0.142855030999692,-0.358999115130251,-0.795385762791117,0.466983472729996,2409165.44099412,-5497665.57443077,-3181395.3098936
-0.0856418851967571,-0.279949323931073,-0.76999514556168,0.566922674923069,3037062.34419029,-5143138.38445186,-3225406.81618651
-0.0409125133897338,-0.184941361416421,-0.734726520047798,0.651382990124879,3619755.636954,-4739030.79275647,-3233258.67283765
-0.0111201983192647,-0.077989514505098,-0.688114785970431,0.721312704827433,4163105.64692659,-4283450.0030595,-3205983.7090595
0.00136339784636878,0.034909609900497,-0.62936131311179,0.776327120382324,4661123.53334344,-3781279.83362079,-3143822.09639101
-0.00438244281581574,0.147264510490202,-0.557913850563995,0.816716654350763,5108331.26485889,-3237883.6829472,-3047387.17313849
-0.0309346205519221,0.262610571598443,-0.464316185562249,0.845274639842561,5536658.79767827,-2597851.10348542,-2902496.03881104
-0.0752198141572426,0.361305263572429,-0.356231580336651,0.858428533568089,5891387.83805919,-1923321.32911868,-2719037.95561389
-0.132045434184966,0.436903773134383,-0.23541453993893,0.8580554123815,6167748.23055634,-1223265.7873234,-2499436.37106159
-0.194692328701317,0.484680206611485,-0.104194782358499,0.846358932010038,6362029.11165619,-506921.192517239,-2246568.24896183
-0.247665520628864,0.501613988053062,0.0154277047264506,0.828738307795657,6461927.7575954,119508.717139648,-2003172.56923531
-0.29417841076618,0.496072025102408,0.137717053344228,0.805236376331859,6497261.17543398,744730.54865692,-1739768.06466426
-0.329584348087182,0.469550457900042,0.25989155211728,0.776757945643223,6467713.38433529,1362489.95881378,-1459001.59656698
-0.349772325630967,0.424842419192403,0.379136712943954,0.743924453137215,6373614.71650972,1966657.81779226,-1163670.62829791
-0.351154625353805,0.363124730397694,0.497277938579592,0.705369060186412,6207808.054969,2575687.48453185,-843392.223464721
-0.330560063383279,0.291306144412766,0.605938432393436,0.66235141040991,5974792.60388248,3156815.15947056,-513990.011972566
-0.287525730584498,0.215184082804055,0.702380294392222,0.614562191164672,5677204.59376392,3703792.74719287,-179047.268740528
-0.223126135322965,0.14075328538878,0.784392730775204,0.561365553178249,5318340.61439319,4210804.44423502,157832.553044958
-0.133978184722376,0.0696711305944185,0.854081744518614,0.497735023140057,4872415.08735807,4701567.13628912,515270.619511367
-0.0290369992722173,0.0126464154811592,0.904078697355526,0.426190837344819,4366919.36076255,5134822.27641087,866397.498584783
0.0851730370554473,-0.0261653141931857,0.933983116002264,0.346029578381134,3808193.69764418,5505427.64357562,1206937.37150758
0.201202889664329,-0.0442669305765534,0.944295725182476,0.256638694374322,3203124.60816248,5809056.43586155,1532798.84109519
0.281714505329853,-0.0441032013138329,0.940234965654982,0.186145251028336,2740895.58060292,5984877.90896592,1757077.34548308
0.356155355823157,-0.0335045377218449,0.927200850531259,0.111037791965777,2261308.18612353,6122788.72762936,1970224.66672832
0.421891675087066,-0.0135717568508443,0.905990157923707,0.0317026127249262,1767435.4837695,6221997.93692137,2170915.75531844
0.476616368652492,0.0140941490853875,0.877498866115024,-0.0513218477932967,1262411.84142239,6281962.93322582,2357915.15286666
0.518430856594715,0.0474626651846298,0.842687579057844,-0.137311275741185,749429.551178104,6302386.92193169,2530076.95205388
0.545978503954501,0.0842078335780837,0.802529678081971,-0.22530563637277,231743.672884884,6283228.44185337,2686347.43964803
0.558469391462974,0.12183510694667,0.757979703851108,-0.31422112288014,-287386.602161481,6224693.82262727,2825780.43661529
0.555716581337634,0.157747721770148,0.709923891402959,-0.402868224011302,-804722.495787339,6127228.95339459,2947541.49042602
0.535386948723422,0.192427838832093,0.653534087762621,-0.499224937389262,-1372066.01268851,5974567.35253297,3060964.39530363
0.498309855825289,0.218637695990782,0.594756162533905,-0.591734697822568,-1928910.83805722,5776215.37393326,3150976.77994661
0.446684952018205,0.233644714621675,0.534332020714199,-0.678507179482525,-2471023.32416566,5533789.90107412,3216942.09310598
0.383403044775172,0.235277682912812,0.472751318067414,-0.757728650933716,-2994320.30780987,5249216.73401979,3258407.35526177
0.322703152695346,0.224957206414543,0.419435332831965,-0.818126476832762,-3423516.348449,4974386.69407236,3274217.1244935
0.258344173318291,0.203446575388114,0.365553951743279,-0.870768676193746,-3833741.35939179,4671996.22662899,3271885.1986539
0.192725000375443,0.170824932042231,0.311086988025957,-0.914822825854269,-4222750.57013612,4343761.09020645,3251451.16194992
0.128235516856837,0.12763757833809,0.255910123397164,-0.949617980850877,-4588428.26343584,3991523.11914137,3213051.03508641
