1716,-1.41077264215838,0.84034143262579,1.93135421483874,-0.0153594321859087,0.0112985391338686,0.0113376572220961,1716,16.1594317434558
1719,-1.38130883075479,0.797039664868256,1.90652888752481,-0.0155321844729735,0.0111678940706669,0.0112175363525963,1719,15.9346009696201
1722,-1.35192933114133,0.754732523963822,1.88025064000248,-0.0157011092033899,0.0110372105321397,0.0110974996628461,1722,15.7487400854032
1725,-1.32252074674874,0.713464955820627,1.8525964785032,-0.0158662507620318,0.0109065494390289,0.010977607053213,1725,15.5962503376586
1728,-1.29299201817663,0.673282390748894,1.82362377137164,-0.0160276552381185,0.0107759695671623,0.0108579163936482,1728,15.4727771687121
1731,-1.26326944342657,0.634230813464561,1.79337577343966,-0.0161853702829704,0.010645527548775,0.0107384835252997,1731,15.3749662738638
1734,-1.233293241896,0.596356758395771,1.76188565904649,-0.0163394449716543,0.0105152778784041,0.0106193622665273,1734,15.3002333456171
1737,-1.20301517360149,0.559707242075434,1.72917954840835,-0.0164899296687038,0.0103852729230706,0.0105006044230429,1737,15.2465768192886
1740,-1.17239689434004,0.524329639330734,1.69527884036409,-0.0166368758980753,0.0102555629364567,0.0103822598018984,1740,15.2124292737661
1743,-1.14140883224369,0.490271507036622,1.66020205694361,-0.0167803362174701,0.0101261960767984,0.0102643762290495,1743,15.1965363269176
1746,-1.11002943731761,0.457580357621281,1.62396633588889,-0.016920364097128,0.00999721842821022,0.010146999570226,1746,15.1978521455905
1749,-1.07824469791224,0.426303383862153,1.58658866142571,-0.0170570138031802,0.00986867402516532,0.0100301737548401,1749,15.2154425572094
1752,-1.04604784565676,0.396487136547962,1.5480868924506,-0.0171903402855976,0.00974060487988033,0.00991394080269482,1752,15.2483890115048
1755,-1.01343918839288,0.368177157149322,1.50848062572694,-0.0173203990707985,0.00961305101232456,0.00979834085322083,1755,15.2956895850578
1758,-0.980426022716298,0.341417568627476,1.46779191645031,-0.0174472461589066,0.00948605048261839,0.00968341219701712,1758,15.3561578604666
1761,-0.947022586038932,0.316250628836776,1.42604586767919,-0.0175709379256696,0.00935963942557324,0.00956919130945743,1761,15.428328325711
1764,-0.913250013920751,0.292716252570154,1.38327109265153,-0.0176915310290126,0.00923385208714196,0.00945571288614045,1764,15.510389393232
1767,-0.879136273134502,0.270851510031288,1.3395000490118,-0.0178090823201905,0.00910872086255658,0.00934300987996943,1767,15.6010288860784
1770,-0.844716045139441,0.250690111290122,1.29476924112464,-0.0179236487594885,0.00898427633594202,0.0092311135396583,1770,15.7101173087148
1773,-0.810030538864262,0.232261887955386,1.24911928568706,-0.0180352873364082,0.00886054732120192,0.00912005344946848,1773,15.8434836137688
1776,-0.775127216218421,0.2155922847541,1.20259483660362,-0.0181440549942658,0.00873756090398131,0.00900985756998921,1776,16.0050658659218
1779,-0.740059418744775,0.200701874799722,1.15524436737144,-0.018250008559113,0.00861534248453112,0.00890055227979272,1779,16.2003293674466
1782,-0.704885889719658,0.187605912791173,1.10711981256789,-0.018353204672888,0.00849391582129805,0.00879216241779518,1782,16.4370884938308
1785,-0.669670191841032,0.176313940350472,1.05827607459695,-0.0184536997306983,0.0083733030750759,0.00868471132616618,1785,16.7269959004517
1788,-0.63448002706413,0.166829456827336,1.00877040678584,-0.0185515498221223,0.00825352485357161,0.00857822089364551,1788,17.0884714170318
1791,-0.599386471225439,0.159149667329462,0.958661689084302,-0.0186468106764168,0.00813460025624052,0.00847271159912785,1791,17.5531417579019
1794,-0.564463141683731,0.153265317432869,0.908009617423667,-0.0187395376115108,0.00801654691926187,0.0083682025553912,1794,17.7522346453793
1797,-0.529785320818567,0.149160621118147,0.856873831803979,-0.0188297854866646,0.00789938106052673,0.00826471155284695,1797,17.2439620207726
1800,-0.495429061530087,0.146813285111859,0.80531301100055,-0.0189176086586654,0.00778311752453188,0.00816225510320856,1800,16.6581517131992
1803,-0.461470302587327,0.146194629205328,0.753383963109133,-0.0190030609414334,0.00766776982706804,0.00806084848297261,1803,16.1958145236499
1806,-0.427984021667136,0.147269798503826,0.701140740844654,-0.0190861955689091,0.00755335019960994,0.00796050577662274,1806,15.8755329144671
1809,-0.395043452216325,0.149998060172212,0.648633808569636,-0.0191670651610893,0.0074398696333207,0.00786123991947293,1809,15.6648587127151
1812,-0.362719387042523,0.154333174293119,0.59590928461841,-0.0192457216930851,0.00732733792258656,0.00776306274006942,1812,15.5356088151651
1815,-0.331079587093301,0.160223826133886,0.543008277916246,-0.0193222164670664,0.00721576370801508,0.00766598500208698,1815,15.462324559131
1818,-0.300188308630224,0.167614105502308,0.489966332526783,-0.0193966000869698,0.00710515451882586,0.00757001644565179,1818,15.4348491497831
1821,-0.270105956339041,0.176444018111248,0.436812988099055,-0.0194689224358365,0.00699551681457922,0.00747516582803829,1821,15.4475498210152
1824,-0.240888864353566,0.186650013749167,0.383571458555802,-0.0195392326556572,0.00688685602618894,0.0073814409636886,1824,15.4950526869718
1827,-0.212589201987969,0.198165516751851,0.330258426253606,-0.0196075791295982,0.00677917659617306,0.00728884876351017,1827,15.5705989709403
1830,-0.185254996525574,0.210921445496223,0.276883944488943,-0.0196740094664871,0.00667248201810372,0.00719739527341455,1830,15.6638644952677
1833,-0.158930261876529,0.224846709276768,0.223451437817988,-0.0197385704874391,0.00656677487522003,0.00710708571206259,1833,15.7584053421388
1836,-0.133655219367366,0.239868672845674,0.169957787303708,-0.0198013082145067,0.0064620568781744,0.00701792450778792,1836,15.8302590636471
1839,-0.109466595347951,0.255913580986398,0.116393486512686,-0.0198622678612391,0.00635832890189043,0.00692991533467753,1839,15.8514223032864
1842,-0.0863979796033928,0.272906937620015,0.0627428537807871,-0.019921493825042,0.00625559102150622,0.00684306114778485,1842,15.8011198418995
1845,-0.0644802286200573,0.290773835765761,0.00898428673692993,-0.0199790296812301,0.006153842547392,0.00675736421746451,1845,15.681239121333
1848,-0.0437418983602169,0.309439236665259,-0.0449094536476174,-0.020034918178668,0.00605308205922773,0.00667282616281506,1848,15.5604142314453
1851,-0.0242096921732983,0.328828197770991,-0.0989709405349594,-0.0200892012369007,0.00595330743913164,0.00658944798422123,1851,15.4618924184029
1854,-0.00590891065927697,0.348866050696968,-0.153237769140559,-0.0201419199446759,0.00585451590383432,0.00650723009499074,1854,15.3838580175347
1857,0.0111361084908771,0.369478531301086,-0.207752241661843,-0.0201931145597658,0.00575670403589562,0.00642617235208287,1857,15.3250403886797
1860,0.0269015715577854,0.390591864886442,-0.262561053295915,-0.0202428245099992,0.00565986781396507,0.00634627408592993,1860,15.2846332356338
1863,0.0413638407678616,0.412132810131024,-0.317714980881819,-0.0202910883954158,0.00556400264209,0.00626753412935518,1863,15.2622520073315
1866,0.0544990866200576,0.43402866582904,-0.373268573144806,-0.0203379439914649,0.00546910337807052,0.00618995084558755,1866,15.2579216923563
1869,0.0662829897460578,0.456207244970214,-0.429279838934851,-0.0203834282531653,0.00537516436087647,0.00611352215538663,1869,15.272092499388
1872,0.076690501703946,0.478596820899784,-0.485809927340584,-0.0204275773201529,0.00528217943713079,0.00603824556328288,1872,15.305685419843
1875,0.0856956746509826,0.501126050615633,-0.542922791029034,-0.0204704265225455,0.00519014198666934,0.00596411818294307,1875,15.3601748067284
1878,0.0932715707653225,0.523723880598044,-0.600684821649519,-0.0205120103875535,0.00509904494719306,0.00589113676167553,1878,15.4377224867076
1881,0.099390263561636,0.546319440921189,-0.659164443689065,-0.0205523626467754,0.00500888083802036,0.00581929770408405,1881,15.5413902563881
1884,0.104022944731087,0.568841933890063,-0.718431650775302,-0.0205915162441119,0.00491964178296185,0.0057485970948904,1884,15.6406977438843
1887,0.107140151732638,0.591220524065701,-0.778557466223301,-0.0206295033442426,0.00483131953232629,0.00567903072093532,1887,15.6485550734984
1890,0.108712132862089,0.613384237306331,-0.839613307728185,-0.0206663553416101,0.00474390548407828,0.00561059409237709,1890,15.5426043518449
1893,0.108709367662161,0.63526187737292,-0.901670234767403,-0.0207021028698566,0.00465739070416399,0.00554328246310378,1893,15.3408045728102
1896,0.107103260946976,0.656781969702149,-0.964798056805744,-0.0207367758116648,0.00457176594602314,0.00547709085037643,1896,15.0839055591464
1899,0.103867027933797,0.677872743093657,-1.02906428122757,-0.0207704033089563,0.00448702166930519,0.00541201405372112,1899,14.8092958557327
1902,0.0989767854083879,0.698462161215228,-1.09453288260308,-0.0208030137734023,0.00440314805781041,0.00534804667308899,1902,14.5404609049599
1905,0.0924128589318175,0.718478016847159,-1.1612628800477,-0.0208346348972053,0.00432013503667275,0.00528518312630154,1905,14.2890335437328
1908,0.0841613078443835,0.737848102536734,-1.22930671782337,-0.0208652936641126,0.0042379722888062,0.00522341766580135,1908,14.0595569021217
1911,0.0742156579402827,0.756500471508124,-1.29870845651465,-0.0208950163606254,0.0041566492706336,0.00516274439472701,1911,13.8546458973965
1914,0.0625788154091121,0.774363802002995,-1.36950179866473,-0.0209238285873674,0.00407615522711759,0.00510315728233096,1914,13.6801636102396
1917,0.0492651147686496,0.79136787639554,-1.44170799381961,-0.020951755270582,0.00399647920611415,0.0050446501787601,1917,13.5331100298488
1920,0.0343024287529439,0.80744418303479,-1.51533369294468,-0.020978820673728,0.00391761007206716,0.00498721682921714,1920,13.4103293809669
1923,0.0177342407647733,0.822526643538142,-1.59036884977536,-0.0210050484091433,0.00383953651906737,0.00493085088752458,1923,13.3094661947718
1926,-0.000378446941211777,0.83655246102298,-1.66678479434508,-0.0210304614497538,0.00376224708329108,0.0048755459291068,1926,13.2287830360279
1929,-0.0199555199735461,0.849463075563223,-1.74453262794286,-0.0210550821408006,0.00368573015483757,0.00482129546340902,1929,13.1670435664382
1932,-0.0408966395562288,0.861205202341361,-1.82354210435131,-0.0210789322115614,0.00360997398899498,0.00476809294577907,1932,13.1233934350996
1935,-0.0630807789840083,0.871731916402219,-1.90372116400447,-0.0211020327870501,0.0035349667169361,0.00471593178881768,1935,13.0975306198767
1938,-0.086366559343024,0.881003736762844,-1.98495627079421,-0.0211244043996688,0.00346069635587862,0.0046648053732267,1938,13.0894828616772
1941,-0.110593496604338,0.888989653400837,-2.06711366277471,-0.0211460670007986,0.0033871508187201,0.0046147070581672,1941,13.0994881495249
1944,-0.135584211363689,0.895668035255041,-2.15004156748143,-0.0211670399723107,0.00331431792316801,0.00456563019114637,1944,13.128447633482
1947,-0.161147574465795,0.90102735711548,-2.23357335456454,-0.0211873421379819,0.00324218540038273,0.00451756811745044,1947,13.1777286526354
1950,-0.187082674396336,0.905066689352511,-2.31753151118432,-0.0212069917748022,0.0031707409031504,0.00447051418914006,1950,13.2493432153026
1953,-0.213183407761464,0.90779590694997,-2.40173224115004,-0.0212260066241597,0.00309997201360301,0.00442446177362473,1953,13.3461471402453
1956,-0.239243425686499,0.909235592342244,-2.48599042038305,-0.0212444039028917,0.00302986625050359,0.00437940426183296,1956,13.47214991764
1959,-0.265061128260463,0.909416628163863,-2.57012460066378,-0.0212622003141921,0.00296041107610834,0.00433533507599107,1959,13.6330223949243
1962,-0.290444393549141,0.908379498484583,-2.65396174803919,-0.0212794120583624,0.00289159390263112,0.0042922476770318,1962,13.8369682096758
1965,-0.315214758193265,0.906173337557178,-2.73734143279097,-0.0212960548434021,0.00282340209831112,0.00425013557163835,1965,14.0963167866767
1968,-0.339210827519423,0.902854781238722,-2.82011924894007,-0.0213121438954252,0.00275582299311514,0.00420899231894859,1968,14.4306907014714
1971,-0.362290774214069,0.898486685797282,-2.90216932228869,-0.0213276939688994,0.00268884388407655,0.00416881153692542,1971,14.8740733357717
1974,-0.384333872333047,0.893136781815663,-2.98338585383567,-0.0213427193567001,0.0026224520402912,0.00412958690841079,1974,15.4934669152783
1977,-0.405241095453128,0.886876327400201,-3.06368372744042,-0.0213572338999729,0.00255663470758301,0.00409131218687579,1977,16.4468553271595
1980,-0.424934874262305,0.87977881640644,3.14018703005233,-0.0213712509978006,0.00249137911285218,0.00405398120187926,1980,18.0391715704947
1983,-0.443358154376585,0.871918785657617,3.0619009522485,-0.0213847836166693,0.00242667246811949,0.00401758786424767,1983,18.2670279199559
1986,-0.460472918503306,0.863370752029555,2.98467044364698,-0.0213978442997305,0.00236250197427868,0.00398212617098773,1986,17.5799280789834
1989,-0.476258340571807,0.854208297432342,2.9085063857398,-0.0214104451758545,0.00229885482457049,0.00394759020994419,1989,17.0941645301782
1992,-0.490708727614322,0.844503308328096,2.83340549053678,-0.0214225979684735,0.00223571820778864,0.00391397416421304,1992,16.729856054025
1995,-0.503831383295159,0.834325367192374,2.75935242439614,-0.0214343140042106,0.00217307931123017,0.00388127231632144,1995,16.4482310960216
1998,-0.515644500074497,0.823741286501857,2.68632190221525,-0.0214456042212946,0.00211092532340101,0.00384947905218465,1998,16.2276190386196
2001,-0.526175159204354,0.81281477140208,2.61428067263918,-0.0214564791777561,0.00204924343648737,0.00381858886485007,2001,16.0548041288117
2004,-0.53545749177021,0.801606194674211,2.54318934097017,-0.0214669490594059,0.00198802084860353,0.00378859635803784,2004,15.9212475283376
2007,-0.543531031924754,0.790172466925304,2.47300399850577,-0.0214770236875935,0.0019272447658258,0.00375949624948749,2007,15.8205898949259
2010,-0.550439275597249,0.778566985265241,2.40367764493029,-0.0214867125267457,0.0018669024040227,0.00373128337411953,2010,15.7491869148621
2013,-0.556228444584873,0.766839644918883,2.33516140378655,-0.0214960246916836,0.00180698099048998,0.00370395268702034,2013,15.7050072013813
2016,-0.56094644660907,0.755036899895997,2.26740554040218,-0.0215049689547191,0.00174746776540056,0.00367749926625909,2016,15.6869795677698
2019,-0.564642015984699,0.743201860722646,2.20036029760024,-0.0215135537525298,0.00168834998307708,0.00365191831554403,2019,15.6949078019376
2022,-0.567364016290768,0.731374419141894,2.13397656780822,-0.0215217871928137,0.00162961491309588,0.00362720516672606,2022,15.7294660597503
2025,-0.569160885164552,0.719591391494229,2.06820642147288,-0.0215296770607218,0.00157124984123097,0.00360335528215687,2025,15.7922782022322
2028,-0.570080201344394,0.707886674089796,2.0030035117523,-0.0215372308250723,0.00151324207024428,0.00358036425690812,2028,15.8861018325609
2031,-0.570168355334383,0.696291405364655,1.93832337419343,-0.0215444556443438,0.00145557892053249,0.00355822782085932,2031,16.0151650676571
2034,-0.569470306573234,0.684834130810295,1.87412363864233,-0.0215513583724501,0.00139824773063448,0.00353694184065943,2034,16.1857538077629
2037,-0.568029411807303,0.673540967655993,1.81036416886733,-0.0215579455642974,0.00134123585760876,0.00351650232156928,2037,16.407248464744
2040,-0.565887311466188,0.662435767125305,1.74700714327812,-0.0215642234811235,0.00128453067728681,0.00349690540919003,2040,16.6940336201112
2043,-0.563083862647888,0.65154027272619,1.68401708835804,-0.0215701980956214,0.0012281195844088,0.0034781473910834,2043,17.0692406575366
2046,-0.559657109115527,0.640874273544063,1.62136087465686,-0.0215758750968481,0.00117198999264841,0.00346022469828876,2046,17.5726174408367
2049,-0.555643280332963,0.630455751891692,1.55900768358571,-0.021581259894918,0.00111612933453248,0.00344313390674217,2049,18.2774542739878
2052,-0.551076813001461,0.62030102495203,1.49692895183526,-0.0215863576254852,0.00106052506126148,0.00342687173860185,2052,19.3056140795331
2055,-0.545990389801531,0.610424880249208,1.43509829900467,-0.0215911731540122,0.00100516464243749,0.00341143506348507,2055,19.4647316030124
2058,-0.540414991039014,0.600840704937446,1.37349144305363,-0.0215957110798293,0.000950035565701683,0.00339682089961934,2058,17.3860984582179
2061,-0.534379955795466,0.59156060898726,1.31208610729909,-0.0215999757399833,0.000895125336293283,0.00338302641491418,2061,16.3276117516413
2064,-0.527913050024523,0.582595542362897,1.25086192178939,-0.0216039712128788,0.000840421476527885,0.00337004892795472,2064,15.6609265700217
2067,-0.521040539444776,0.573955406381096,1.18980032152971,-0.0216077013217111,0.000785911525204893,0.00335788590892223,2067,15.1926982823169
2070,-0.513787265749379,0.565649159366376,1.12888444330197,-0.021611169637694,0.000731583036947262,0.00334653498044435,2070,14.8458166624046
