t,q0,q1,q2,q3,x_cowell,y_cowell,z_cowell
0,0.112146514749849,-0.304070035205526,-0.472491011513719,0.144311516492811,5492000.06081538,3984001.2897387,2959.07154724364
0.0405468293845458,-0.10358374998647,0.504194372684429,0.81805942425744,0.96410783785564,5491840.66529526,3984223.94269708,3106.85054301605
0.0810936587690916,-0.109138067343102,-0.102410307347573,-0.544330443619749,0.183778705543558,5491682.0582689,3984446.89716854,3256.47859471628
0.121640488153637,0.0624007991649639,-0.563898835492898,-0.329109680781764,0.855916178333962,5491522.28118554,3984669.33534619,3404.82220023359
0.162187317538183,-0.443697843367194,-0.971515657326565,-0.509379900779455,0.842127784366286,5491362.57214037,3984892.64221635,3552.84142938741
0.364921464460912,0.175491405036518,-0.620795250892733,0.247047938485913,1.29552509448157,5490565.21775631,3986007.57127104,4296.89625704304
0.567655611383641,-0.711524998569771,0.407606784635866,-0.819389803098739,0.201086862262813,5489767.48773242,3987122.53664625,5038.97040483873
0.77038975830637,-0.0658755745475083,0.107277687446365,0.0553353501247143,0.498974905953529,5488970.74951778,3988235.96105588,5783.04350578122
0.973123905229099,-0.316426379879039,-0.412428679139919,-1.10054833304805,1.23722784246734,5488171.90780442,3989349.38854121,6525.77637594892
1.98679463984274,-0.0946649763230388,-1.05637296794244,-0.0879985351405417,1.19901097860742,5484175.78811339,3994915.94076296,10242.3204662656
3.00046537445639,-0.186990089374313,0.423140717614126,-0.580185887163805,0.0757239782071231,5480174.3843179,4000477.26337102,13958.3149624319
4.01413610907003,-0.446515966981824,-0.490772462855165,0.629344386992872,1.04118688990355,5476163.30524262,4006032.29518028,17674.0346171522
5.02780684368368,-1.5253629494804,0.0514201397709359,-0.468004108262066,1.28472179191041,5472147.13022427,4011583.17951542,21390.7661465679
10.0961605167519,-0.480539439553304,0.0774960983739768,-0.123982390464904,1.20837608740284,5451955.30118972,4039256.37178659,39970.2739819002
15.1645141898201,-0.460982044767638,0.248523411157775,-0.309438474369285,1.09981023674114,5431584.80274644,4066797.12626606,58547.9438807966
20.2328678628883,-0.228487580701386,-0.2547370541284,-0.549709674062206,0.609368860941687,5411036.90250574,4094204.46038496,77125.255880929
25.3012215359566,-0.713066423710232,0.80276273533081,-0.678513016612606,0.184568721669846,5390311.39744862,4121478.91938005,95697.8218249503
50.6429899012977,-0.551224145287151,-0.166501266056476,-0.556782758808692,0.605774647862231,5284047.22778526,4255802.77888526,188509.412571232
75.9847582666388,-0.543079133390925,0.260548935955096,0.357831061095017,0.921235371601949,5173456.91765344,4386643.55391309,281165.093330395
