t,q0,q1,q2,q3,x_cowell,y_cowell,z_cowell
0,-0.338678778457805,-0.228631271411695,-0.267037951263063,0.916942810993437,5491999.62910541,3984001.96818452,2960.2035830273
0.0405468293845458,0.13695351557798,-0.500212506125345,-0.928067512458149,1.15508847505756,5491840.79801422,3984224.65771785,3106.89371321229
0.0810936587690916,-0.335419600828117,0.0806973610394701,0.128672720775543,0.770072364069517,5491681.76103752,3984447.70251124,3256.22314446881
0.121640488153637,-0.381480509849694,-0.479427872956621,0.0462567220063665,0.864568119278093,5491521.47571678,3984670.7554371,3403.38984880947
0.162187317538183,-0.254131546420161,0.365067725775199,-0.837800333830181,1.10931467901164,5491362.2101798,3984892.80448478,3553.51266258062
0.364921464460912,-0.30822373621525,-0.193520479651087,-0.216373201554669,0.159826190955512,5490564.56092871,3986007.38397305,4296.93043287912
0.567655611383641,0.0447098908696821,-0.329426255050748,-0.181301541230868,0.959449678084637,5489767.48508674,3987121.61152583,5039.43109245172
0.77038975830637,-0.276358265029617,-0.461168835439326,-0.811885538347732,0.983580679801272,5488970.34602124,3988234.73691921,5782.94662021458
0.973123905229099,-0.248789638470739,-0.763109872556904,0.645908788791741,0.28232606263494,5488170.91372246,3989350.53500139,6526.22797017282
1.98679463984274,-0.158992171554835,0.291938701281625,-1.06155462507044,1.09038784371386,5484177.58111867,3994916.2098433,10242.8421283426
3.00046537445639,-0.168398234866131,0.724749492455769,-1.47294323819616,0.4771743059603,5480173.33800301,4000477.74424509,13958.5941142945
4.01413610907003,-0.271044434567594,-0.258267067315753,-1.20584603555452,1.05214218640095,5476164.00462128,4006032.57325485,17674.7601557049
5.02780684368368,0.330736882216083,-0.264146601163936,0.15531740170449,0.580201150825191,5472146.26377419,4011583.85074832,21390.227404868
10.0961605167519,-0.195616519540088,-0.963490259567146,-0.0979184946337077,-0.23247766132185,5451954.77619933,4039256.64210195,39969.4390977298
15.1645141898201,0.583485364104453,-1.44917791828863,0.0446698274262479,0.982812783772675,5431584.27214686,4066796.84033551,58548.1746735222
20.2328678628883,-0.0633688839073309,-0.688803513516742,-1.14352115779181,1.02719617118451,5411036.09392081,4094205.11492617,77124.3994561818
25.3012215359566,-0.190082155816195,-0.297566794559029,-0.148100867405883,0.799545068070598,5390309.47834386,4121479.01233287,95698.7527680131
50.6429899012977,0.416808658662183,0.682801011543876,-0.196573074929954,0.883281791374124,5284047.18372241,4255803.59747815,188509.830742071
75.9847582666388,-0.350850115826651,0.0127202262539896,0.380669183463554,0.332766493471334,5173457.68745388,4386643.62367791,281164.887485987
101.32652663198,-1.17788378829192,-1.03857065291308,-0.14400981469371,0.756329446722408,5058635.0459322,4513896.71670605,373590.713605731
126.668294997321,0.954019768944445,-0.269611227182012,0.0237726100947641,1.01847932375272,4939676.99340735,4637456.86681627,465711.116974435
191.675498151158,0.871783186032098,0.103969586937196,0.464124917331327,0.772929526924688,4616305.63967669,4936864.04995274,700103.922598433
256.682701304994,0.968889897418092,-0.380156542258923,0.362746259150253,0.733175768692602,4268164.81070854,5209778.35489651,930738.179513045
321.689904458831,0.104003938917222,0.656748348587905,-0.343553108874508,-0.250064217657825,3897163.1742685,5454778.65398952,1156386.23346845
386.697107612667,-0.773526485113868,-0.0501329071782949,0.217731840139639,0.0460101611419741,3505317.98272289,5670609.18596563,1375848.28783715
470.586020649519,-0.547697720372295,0.595976290468671,0.702467606354661,1.48137798786551,2972299.37610008,5904256.52919132,1648048.33883567
