t,q0,q1,q2,q3,x_cowell,y_cowell,z_cowell
0,-1.70044050380044,0.0229945343369339,-2.04379632573123,-1.1149138135016,5492000.50428176,3984002.92372887,2957.78906711273
0.0405468293845458,-0.519326883711121,0.176822227798865,-2.051767010358,2.74606514790681,5491839.74050326,3984224.62752473,3105.67486380058
0.0810936587690916,-0.159558673251813,0.174466430168763,0.367148571186843,1.23928112479765,5491681.53533958,3984446.24220962,3255.54154763344
0.121640488153637,-1.46312484211784,0.178505122015768,-0.645266839072097,-1.56764537953545,5491522.15404843,3984669.59811647,3404.03197192271
0.162187317538183,0.614064101078925,-0.812438164301228,-0.886100128681739,-0.654550611452591,5491363.17268651,3984892.94836427,3553.07762396182
0.364921464460912,-2.08578707343222,-0.120437678945808,0.816522566421487,0.392807969753136,5490565.83950288,3986007.44281512,4297.09708761151
0.567655611383641,-0.891299531630278,-2.75240261670058,-1.29596885360182,-1.21287945462039,5489766.54147953,3987122.6362113,5039.90000706833
0.77038975830637,-1.98401438352172,-1.66767795323255,-0.363886336173457,0.0401047799091944,5488968.46572883,3988236.60525246,5783.8482898485
0.973123905229099,-0.843778679440088,0.702815552738825,-0.0813443588805296,1.5909990216348,5488171.17529508,3989349.02683694,6525.03164011569
1.98679463984274,-1.82218511421719,-1.15900178749242,0.321613452233671,0.336115234127919,5484175.16664766,3994915.46804187,10240.9826562898
3.00046537445639,-1.07222343373246,-0.169815730925669,-1.35173497613425,0.432749245761169,5480174.79763508,4000477.30574603,13957.8251646091
4.01413610907003,-1.2372160682956,1.01164228005001,-0.139178410064533,-0.501610862334585,5476165.05233159,4006032.42081095,17675.3578513759
5.02780684368368,-1.68063366251265,-1.38450224487239,2.25285415913105,-0.0556903232803381,5472146.91482959,4011583.91254288,21391.3096958151
10.0961605167519,-2.55612811913822,-1.45039747521103,-2.0041663174017,-0.851672777262259,5451954.61295672,4039255.42657714,39969.5189648065
15.1645141898201,0.0781147807346751,-0.979314154429806,-0.0527870459633071,0.863948654779636,5431585.07912006,4066797.53235142,58547.3766192804
20.2328678628883,1.51747898051557,-0.0409835290983117,-0.712110308521833,0.0473248354411195,5411035.43534612,4094205.01848394,77122.8628032009
25.3012215359566,1.74490383367523,-0.682213682326409,-1.30500510300485,1.28263488297832,5390310.17800631,4121479.63026935,95698.9379891221
50.6429899012977,-0.950061188737135,-1.43179315387588,-1.28777389474945,1.73430962947864,5284045.77606494,4255801.45576062,188508.53538282
75.9847582666388,-0.484504287058039,-2.00269919257825,0.0642569863538295,1.570616473976,5173456.8732609,4386643.53093567,281163.259905062
101.32652663198,-0.886103138006056,-0.775122302357172,1.90416371478547,0.453473839493935,5058635.81965812,4513895.43534464,373589.977318909
126.668294997321,-0.327571292500274,-0.600573118977694,-1.18306701175957,-0.0222102792313813,4939677.17198985,4637454.1446643,465708.90527147
191.675498151158,-1.28548182206629,-0.84777205138453,0.20897013940849,-0.765440463539562,4616307.48987395,4936865.50260261,700104.292254441
256.682701304994,-2.25914481525043,-0.507063754570781,-0.833365055150821,0.544996980875388,4268164.12448032,5209780.29567373,930738.636111801
321.689904458831,-0.359242872463899,-1.27464324213869,1.76042345068591,1.34554944356594,3897162.94754038,5454778.2629195,1156386.76172567
386.697107612667,-1.54116326775092,0.432061139502141,0.38713557765443,-0.00289013913602243,3505316.54632188,5670609.69649047,1375846.94586402
470.586020649519,-2.22392305394416,-2.22077221265702,-0.219293767823583,0.0927884304327338,2972298.85456101,5904256.0015699,1648048.89621353
554.47493368637,2.03316294665318,0.155481173431545,0.614615140144853,0.801132190877543,2412936.61248053,6085557.58679084,1905633.50139027
638.363846723222,-0.605395413486085,0.719559384864974,0.0644445851705404,0.96025710824578,1832256.0252684,6213040.49985435,2146360.46837803
